Nº RNC	DESENHO	MP	REVISÃO	POS	CV	EQUIPAMENTO	CONJUNTO	MODELO	DESCRIÇÃO DO DESENHO	QUANTIDADE	CLIENTE	MATERIAL	ORDEM DE COMPRA	RESPONSÁVEL	INSPETOR	DATA EMISSÃO	ÁREA RESPONSÁVEL	SETOR	DESCRIÇÃO DA RNC	INSTRUÇÃO PARA RETRABALHO	CAUSA DA RNC	JUSTIFICATIVA	VALOR
30393	PIR2SM0247		01		030.069	Lavador de lama	Geral		Eixo central	01	Iguaçu P.S.	SAE1020		Matheus de Souza Silva	Ronaldo	08-Feb-23	Engenharia		Acrescentado indicação para solda.	Conforme revisão.	Erro.		R$ 100.00
30395	P23GAM8804	1	2		021.198	Size press	Dispositivo refrigeração		Flange união rotativa	02	Isidoro e Moraes	SAE1020		Cláudio Brandão	Ronaldo	09-Feb-23	Engenharia		"Revisado medida de Ø95 para Ø80 e roscas de 1"" BSP ára 1.1/2"" BSP."	Conforme revisão.	Erro.		R$ 194.08
30396	P01GAM1010	01	01		030.122	Rolo pick up	Travessa atuador mecânico		Conjunto acoplamento	02	Novacki	AISI304L		Joacir	Ronaldo	10-Feb-23	Engenharia		Atualizado para R1 posição 1 e 3.	Conforme revisão.	Erro.		R$ 100.00
30397	P01GAM1002	1	1		030.122	Rolo pick up	Travessa atuador mecânico		Lâmina acoplamento	10	Novacki	AISI304L		Joacir	Ronaldo	10-Feb-23	Engenharia		"Alteração do diâmetro do furo de 6mm para 8,2mm."	Conforme revisão.	Erro.		R$ 100.00
30398	P01GAM1011	1	1		030.122	Rolo pick up	Travessa atuador mecânico		Luva acoplamento Ø24	04	Novacki	AISI304		Joacir	Ronaldo	10-Feb-23	Engenharia		"Aumentado o diâmetro do furo de Ø6 para Ø8,2mm."	Conforme revisão.	Erro.		R$ 100.00
30400	P43NAE0800	1	1		010.999	Guilhotina hidráulica	Automação e controle		Painel elétrico	01	Sulamericana	Comercial		Leonardo Kremer	Ronaldo	10-Feb-23	Engenharia		Acrescentado chave seccionadora posição 32.	Conforme revisão.	Erro.		R$ 100.00
30402	P01GAM1002	1	1		030.012	Rolo pick up	Travessa atuador mecânico		Lâmina acoplamento	10	AISI304L	AISI304L		Ronival Anauri Ferraz	Ronaldo	10-Feb-23	Produção	Usin. Cilíndrica CNC	Mexeu a peça na máquina quando foi executar a furação danificando a peça.	Nova.	Erro.		R$ 100.00
30403	P73GCM1603	3	0		001.947	Ampliação MP3	Raspa oscilante		Eixo LC	01	Valinhos	SAE1020		Nicron	Ronaldo	10-Feb-23	Terceiros		Cromagem fora de padrão.	Devolver.	Erro.		R$ 250.00
30404	PON1ZM0304		2		030.044	Classificador de cavaco	Peneira	MI2325	Corpo do mancal	01	Klingele	EM-GJL-200		Douglas	Ronaldo	13-Feb-23	Produção	Usin. Cilíndrica Convencional	"Ajuste externo pedia no desenho Ø330mm +0,00 À -0,015 e ficou com -0,06mm."	Nova.	Erro.		R$ 333.00
30405	P95RAM1501	1	0		021.198	Size press	Rolo fico móvel		Camisa	02	Isidoro e Moraes	ASTM-A36		Cícero Roberto Paz	Ronaldo	13-Feb-23	Produção	Usin. Cilíndrica Convencional	"Pedia no desenho um encaixe na face de Ø600mm por 1,5mm e não foi executado."	Usinar conforme desenho.	Erro.		R$ 170.00
30407	P73GCM1604	3	0		001.947	Ampliação MP3	Raspa oscilante DST		Eixo LA	01	Valinhos	SAE1020		Nicron	Ronaldo	13-Feb-23	Terceiros		Cromagem fora de padrão.	Devolver para corrigie.	Erro.		R$ 250.00
30408	PIR2SM0247		2		030.069	Lavador vertical de lama	Geral		Eixo central	01	Iguaçu P.S.	SAE1020		Matheus de Souza Silva	Ronaldo	13-Feb-23	Engenharia		Indicação de pintura de fundo.	Conforme revisão.	Erro.		R$ 100.00
30409	P01GAM1011	1	1		030.122	Sistema basculante	Travessa atuador mecânico		Luva acoplamento Ø24	04	Novacki	AISI304		Bruno	Ronaldo	14-Feb-23	Produção	Caldeiraria de Inox	O canal de chaveta ficou fora do esquadro e arredondado.	Soldar e usinar conforme pede o desenho.	Erro.		R$ 185.00
30410	P85VAM4800		1		011.569	Separador centrifugo	Montagem		Avulsos	01	Penha B.A.			Daiane Pedroso Bueno	Ronaldo	13-Feb-23	Engenharia		Alterado quantidade da posição 17 (era 26 mudou para 34) psoição 18 (era 32 mudou para 40) e 23 (era 8 mudou pra 16) porcas e arruelas para chumbadores.	Conforme revisão.	Erro.		R$ 100.00
30411	P44GAM0108	1	0		010.999	Cilindro hidráulico	Guilhotina para tira trança		Tirante	08	Sulamericana	SAE1045		Claudio Bettega	Ronaldo	14-Feb-23	Produção	Usin. Cilíndrica Convencional	Extraviu.	Nova.	Extraviu.		R$ 100.00
30412	P43GAM0108		1		010.999	Guilhotina hidráulica	Montagem		Faca	01	Sulamericana	SAE8640		AçoKorte	Ronaldo	14-Feb-23	Terceiros		Peça fora de medidas que pede o desenho.	Devolver.	Erro.		R$ 282.33
30413	P43GAM0109		01		010.999	Guilhotina hidráulica	Montagem		Contra faca	01	Sulamericana	SAE8640		AçoKorte	Ronaldo	14-Feb-23	Terceiros		Furações ovalizadas fora de medidas  e com rebarbas.	Corrigir medidas.	Erro.		R$ 190.00
30414	P84EBM0952	2	0		021.997	Cilindro seca tela ST1000	Dispositivo extração de vapor		Tubo horizontal	01	Sengés	SAE1020		José Assis	Ronaldo	14-Feb-23	Produção	Usin. Cilíndrica Convencional	Pedia noi desneho rosca esquerda e foi feito direita.	Soldar e usinar conforme desenho.	Erro.		R$ 100.00
30415	P84GBM0950	2	1		021.997	Cilindro seca tela	Montagem		Cilindro	01	Sengés	ASTM A-285		Daiane Pedroso Bueno	Ronaldo	14-Feb-23	Engenharia		Acrescentado medida e sinais para execução de usinagem.	Conforme revisão.	Erro.		R$ 100.00
30416	P34EAM6914	3	1		001.947	Ampliação setor prensas	Estrutura		Viga superior	01	Valinhos	SAE1020		Cida	Ronaldo	14-Feb-23	Engenharia		Alterado quantidade da posição 6 de 1 para 2 peças.	Conforme revisão.	Erro.		R$ 100.00
30417	P34EAM6913	3	1		001.947	Ampliação setor secagem	Estrutura		Viga superior LC	01	Valinhos	SAE1020		Cida	Ronaldo	14-Feb-23	Engenharia		Alterado quantidade posição 6 de 1 para 2 peças.	Conforme pede a revisão.	Erro.		R$ 100.00
30419	P34EAM7029	3	0		001.947	Setor secagem	Estrutura		Chaveta	20	Valinhos	SAE1045		Ronival Anauri Ferraz	Ronaldo	15-Mar-23	Produção	Usin. Cilíndrica CNC	Danificou 1 peça ao fazer a furação.	Nova.	Erro.		R$ 100.00
30420	P82GDM9101	01	0		021.759	Enroladeira	Geral		Modificação estanga	02	Trombini Curitiba	SAE1045		Matheus de Souza Silva	Ronaldo	15-Feb-23	Engenharia		Indica montagem criando um ponto de ruptura na ponteira.		Erro.		R$ 100.00
30421	P70FAM9615	1	0		021.873	Rebobinadeira	Fixador de tubete		Ponta rotativa	01	Ibema			Detec	Ronaldo	15-Feb-23	Terceiros		Peça com deformação na fundição.	Nova.	Erro.		R$ 300.00
30422	P44GAM0109	1	0		010.999	Cilindro hidráulico	Guilhotina para trança		Anel guia	04	Sulamericana	Teflon		Ricardo Mauda	Ronaldo	15-Feb-23	Engenharia		Pediu no desenho para ajustar na largura a peça e o correto pe cortar na medida final e ajustar só o externo do anel guia.	Nova.	Erro.		R$ 209.51
30423	P44GAM0115	1	0		010.999	Cilindro hidráulico	Guilhotina para trança		Anel guia	02	Sulamericana	Teflon		Ricardo Mauda	Ronaldo	15-Feb-23	Engenharia		Pediu no desenho para ajusta na largura a peça e o correto é cortar na medida final e ajustar só o externo do anel guia.	Nova.	Erro.		R$ 146.86
30424	P34CAM6306		1		030.318	Prensa aplicadora	Posicionamento placa base		Chapa base mod. 1	02	Citroplast	SAE1020		Vagner da Silva	Ronaldo	15-Feb-23	Engenharia		Redisposição da furação M24.	Conforme revisão.	Erro.		R$ 100.00
30425	P34CAM6307	1	1		030.318	Prensa aplicadora	Posicionamento placa base		Chapa base mod 2	02	Citroplast	SAE1020		Vagner da Silva	Ronaldo	15-Feb-23	Engenharia		Redisposição da furação M24.	Furar conforme revisão.	Erro.		R$ 100.00
30426	P01GAM1011	1	1		030.122	Rolo pick up	Travessa atuador		Luva acoplamento	04	Novacki	AISI304		Vergilio	Ronaldo	16-Feb-23	Produção	Usin. Cilíndrica Convencional	"Pedia no desenho ajuste de Ø24 +0,001 à +0,03 e ficou com +0,08mm."	Soldar e usianr conforme pede o desenho.	Erro.		R$ 100.00
30427	P84GBM0950	2	2	22	021.997	Cilindro seca tela	Montagem		Cilindro	01	Sengés	Comercial		Daiane Pedroso Bueno	Ronaldo	16-Feb-23	Engenharia		Alterado quantidade da posição 22.	Conforme revisão.	Erro.		R$ 100.00
30428	P43GAM0101		1		010.999	Guilhotina hidráulica	Montagem		Suporte da faca	01	Sulamericana	SAE1020		Daiane Pedroso Bueno	Ronaldo	16-Feb-23	Engenharia		Pediu na usinagem raio 8 e o correto é 10.	Usinar peça conforme pede a revisão.	Erro.		R$ 100.00
30429	P34CAM6305	1	1		030.318	Setor secagem	Posicionamento placa base		Chapa base	02	Citroplast	SAE1020		Vagner da Silva	Ronaldo	16-Feb-23	Engenharia		Relocação da linha de centro da peça e atualização das cotas.	Conforme revisão.	Erro.		R$ 100.00
30430	P70CAM9727	1	1		010.202	Rebobinadeira	Sistema captação de refile		Bocal de transição	04	Papelão União	SAE1020		Willyan Carlos Melotti	Ronaldo	16-Feb-23	Engenharia		"Correção de informação de 6"" para 4"" e atualização do número de peças."	Conforme revisão.	Erro.		R$ 100.00
30431	PMT1ZM0301	1	1		020.952	Compactador de rejeitos	Montagem		Caixa do motoredutor	01	Mili			Mário Dolato Neto	Ronaldo	16-Feb-23	Engenharia		"Adicionado parafusos, porcas e arruelas."	Conforme revisão.	Erro.		R$ 100.00
30432	P84GBM0954		0		021.997	Cilindro seca tela	Cilindro		Fechamento LA	01	Sengés	SAE1020		Daiane Pedroso Bueno	Ronaldo	17-Feb-23	Engenharia		Pedia no desenho Ø940 e o correto é Ø960mm.	Nova.	Erro.		R$ 258.00
30433	P84GBM0953	2	0		021+997	Cilindro seca tela	Cilindro		Fechamento LC	01	Sengés	SAE1020		Daiane Pedroso Bueno	Ronaldo	16-Feb-23	Engenharia		Pedia no desenho Ø940 e o correto é Ø960mm.	Cortar peça nova.	Erro.		R$ 258.07
30435	P86PAM2608	1	0		010.889	Sistema guia corda	Conjunto polia simples		Polia simples Ø150x60	25	Citroplast	EM-GJS-400		Fundimax	Ronaldo	02-Mar-23	Terceiros		Falha fundição.	Nova.	Erro.		R$ 100.00
30436	PMT1ZM0306	1	1		020.952	Compactador de rejeitos	Montagem		Conjunto tubulações	01	Mili	Comercial		Mário Dolato Neto	Ronaldo	17-Feb-23	Engenharia		"Adicionado posição 13,14 e 15."	Conforme revisão.	Erro.		R$ 100.00
30437	P70GAM9907	01	01		030.164	Rebobinadeira	Geral		Viga rolo pressor	01	Bragagnolo	SAE1020		Joacir	Ronaldo	20-Feb-23	Engenharia		Acréscimo de roscas M16 para trava de segurança.	Conforme revisão.	Erro.		R$ 134.00
30438	P39503C2001C001	3	2		021.890	Depurador vertical	Carcaça		Corpo	01	Sovel	AISI304		Evellyn Taianara Mello	Ronaldo	20-Feb-23	Engenharia		Incluso rosca M6 para fixação da proteção e rosca M8 para tampa de fechamento lubrificação.	Conforme revisão.	Erro.		R$ 219.08
30439	P70EAM9703	1	8		010.202	Rebobiandeira	Estrutura		Travessa do suporte de facas	01	Papelão União	SAE1020		Willyan Carlos Melotti	Ronaldo	20-Feb-23	Engenharia		Nova posição do item 4 e atualização das cotas de usinagem.	Conforme revisão.	Erro.		R$ 100.00
30440	P43NAH0800		0		010.999	Guilhotina hidráulica	Automação e controle		Pré pipping hidráulico	01	Sulamericana	Comercial		Leonardo Kremer	Ronaldo	20-Feb-23	Engenharia		"Pediu nas rosca 1"" NPT e as conexões 3/4"" BSP"	Conforme revisão.	Erro.		R$ 200.00
30441	P10TAM6603	1	2		021.97	Caixa de entrada	Bloco de fluxo		Tubo de fluxo	156	Papelão União	AISI304L		Aço corporal	Ronaldo	20-Feb-23	Terceiros		Pedia no desenho tubo polido interno e veio sem polir.	Comprar 20 peças novamente.	Erro.		R$ 100.00
30442	P23GAM8902	4	0		022.122	Enroladeira	Dispositivo refrigeração		Pescador 1	01	Trombini Curitiba	AISI304		Vergilio	Ronaldo	21-Feb-23	Produção	Usin. Cilíndrica Convencional	"Pedia no desenho rosca 3/4"" BSP esquerda e foi feita direita."	Soldar e usianr conforme pede o desenho.	Erro.		R$ 100.00
30443	P80GAM8461	1	1		030.164	Rebobinadeira	Rolo curvo		Eixo retrabalhado	02	Bragagnolo	SAE1045		Joacir	Ronaldo	21-Feb-23	Engenharia		Alterado medidas em função da mesa tandem.	Conforme revisão.	Erro.		R$ 100.00
30444	P84EBM0953	2	0		021.997	Cilindro seca tela	Dispositivo extração de condensado		Tubo vertical	01	Sengés	Aço carbono		Vergilio	Ronaldo	21-Feb-23	Produção	Usin. Cilíndrica Convencional	"Pedia no desenho rosca 3/4"" BSP esquerdo e foi feito direita."	Soldar e usinar conforme pede o desenho.	Erro.		R$ 100.00
30445	P84MBM4204		0		021.919	Clindro secador STA200	Mancal MSD22234	2228	Tampa interna LA	01	Sengés	EM-GJL-200		Claudio Bettega	Ronaldo	21-Feb-23	Produção	Usin. Cilíndrica Convencional	Modelo veio Nº2225 e foi usinado sem autorização.	Nova.	Erro.		R$ 215.60
30446	P84MBM4202	2	0		021.919	Cilindro secador STA2000	Mancal MSD22234		Tampa externa LA	01	Sengés	EM-GJL-200		Cláudio Brandão	Ronaldo	21-Feb-23	Engenharia		Pedia no desenho 2222 e veio com 2225 e foi usinado fora de medida.	Nova.	Erro.		R$ 100.00
30447	P84MBM4205	2	0		021.919	Cilindro secador	Mancla MSD 22234		Tampa interna LC	01	Sengés	EM-GJL-200		Claudio Bettega	Ronaldo	21-Feb-23	Produção	Usin. Cilíndrica Convencional	Pedia no desenho 2228 e foi feito 2225 e foi usinado fora de medida.	Nova.	Erro.		R$ 170.00
30448	DE-ME-200182-300				030.018	Rosca plug			Eixo acoplamento	01	Arauco	SAE4340		Cícero Roberto Paz	Ronaldo	20-Feb-23	Produção	Usin. Cilíndrica Convencional	"Pedia no desenho ajuste de Ø272,7 +0,02 à +0,05 e ficou com -0,02mm. Pedia no desenho raio de 10mm e ficou com 15mm."	Reusianr para manter medidas do desenho.	Erro.		R$ 170.00
30449	P34CAM6310	1	0		030.318	Setor secagem	Placas base		Chapa base coluna	02	Citroplast	SAE1020		Nelson Luiz Ferreira	Ronaldo	21-Feb-23	Produção	Usinagem Plana	Pedia no desenho 170mm de distância do oblongo e ficou com 150mm.	Soldar e furar na medida que pede o desenho.	Erro.		R$ 100.00
30450	P34CAM6303	1	0		030.318	Setor secagem	Placas base		Chapa base	01	Citroplast	SAE1020		Nelson Luiz Ferreira	Ronaldo	20-Feb-23	Produção	Usinagem Plana	Pedia no dedenho 580mm entre furos e ficou com 570mm.	Soldar e furar.	Erro.		R$ 100.00
30451	P34CAM6308	1	0		030.318	Setor secagem	Placas base		Chapa base coluna LC	01	Citroplast	SAE1020		Nelson Luiz Ferreira	Ronaldo	20-Feb-23	Produção	Usinagem Plana	Pedia no desenho 20 do centro e ficou com 10mm.	Soldar e furar na medida do desenho.	Erro.		R$ 100.00
30454	P16301N6701M010	1	1		021.049	Prensa aplicadora	Módulo 800x1597		Corrimão especial	01	HP Papéis	AISI304L		João Vitor Pucci	Ronaldo	21-Feb-23	Engenharia		Inclusão de posições 9 e 10 e detalhe de corte.	Conforme revisão.	Erro.		R$ 100.00
30455	P16301N701M025	01	01		021.049	Prensa aplicadora	passadiços		Módulo de corte	01	HP Papéis	AISI304		João Vitor Pucci	Ronaldo	21-Feb-23	Engenharia		Inclusçao de posição 11 e 12.	Conforme revisão.	Erro.		R$ 100.00
30456	PON1ZM0304		3		030.044	Classificador de cavacos	Peneira		Corpo do mancal	01	Klingele	MI2325		Ricardo Mauda	Ronaldo	22-Feb-23	Engenharia		Revisado vistas do desenho.	Conforme revisão.	Erro.		R$ 100.00
30457	P34EAM6906	3	1		001.947	Ampliação setor secagem	Estrutura		Viga inferior LA	01	Valinhos	SAE1020		Cida	Ronaldo	22-Feb-23	Engenharia		Alterado medida de 2515 para 2665mm.	Conforme revisão.	Erro.		R$ 100.00
30458	P34EAM6905	3	1		001.947	Ampliação setor secagem	Estrutura		Viga inferior LC	01	Valinhos	SAE1020		Cida	Ronaldo	22-Feb-23	Engenharia		Alterado medida de 2515 para 2665mm da face até o centro da furação.	Conforme revisão.	Erro.		R$ 100.00
30460	P18GAM1500		2		010.999	Tira trança	Montagem		Conjunto tira trança	01	Sulamericana	SAE1020		Daiane Pedroso Bueno	Ronaldo	23-Feb-23	Engenharia		Acrescentado posição 49 e alterado quantidade da posição 36 (era 06 mudou para 10).	Conforme revisão.	Erro.		R$ 100.00
30462	P34EAM6914	3	2		001.947	Ampliação setor secagem	Estrutura		Viga superior	01	Valinhos	SAE1020		Cida	Ronaldo	23-Feb-23	Engenharia		Alterado cota deslocada.	Conforme revisão.	Erro.		R$ 100.00
30464	P34GAM5371	3	1		030.321	Setor prensas	Estrutura		Suporte do braço articulado	01	Valinhos	AISI304L		Daiane Pedroso Bueno	Ronaldo	23-Feb-23	Engenharia		Alterado ângulo da dobra no detalhe da planificação correto 55° (era 50°) e corrigido código do desenho que era P35GAM5371.	Conforme revisão.	Erro.		R$ 100.00
30465	P34GAM5372	3	1		030.321	Setor prensas	Estrutura		Suporte do braço LA	01	Valinhos	AISI304		Daiane Pedroso Bueno	Ronaldo	23-Feb-23	Engenharia		Alterado ângulo de dobra no detalhe da planificação correta 55° e corrigido código do desenho.	Conforme revisão.	Erro.		R$ 100.00
30466	P70EAM9781	1	1		010.202	Rebobianadeira	Estrutura		Mola tração	01	Papelão União	Aço mola		Willyan Carlos Melotti	Ronaldo	23-Feb-23	Engenharia		Atualização das informações da moeda.	Nova.	Erro.		R$ 100.00
30467	P16301N6701M007	1	1		021.049	Prensa aplicadora	Módulo 800x5100		Trilho 800x5100	01	HP Papéis	AISI304L		João Vitor Pucci	Ronaldo	23-Feb-23	Engenharia		"Inclusão de cotas nas planificações das peças 5 e 7 , retirado indicação de acoplamento."	Conforme revisão.	Erro.		R$ 100.00
30468	P34EAM6905	3	2		001.947	Setor pós secagem	Estrutura		Viga inferior LC	01	Valinhos	SAE1020		Cida	Ronaldo	23-Feb-23	Engenharia		Representação correta da medida 5782mm nas vista superior e inferior.	Conforme revisão.	Erro.		R$ 100.00
30469	P34EAM6906	3	2		001.947	Setor pós secagem	Estrutura		Viga inferior	01	Valinhos	SAE1020		Cida	Ronaldo	23-Feb-23	Engenharia		Representação correta da medida 5782mm nas vistas superior e inferior.	Conforme revisão.	Erro.		R$ 100.00
30470	P84MBM4005	3	1		001.947	Cilindro secador	Mancal MSD		Tampa externa LA	07	Valinhos	ENGJL-200		Cida	Ronaldo	24-Feb-23	Engenharia		Acrescentado sinais de usinagem.	Conforme pede a revisão.	Erro.		R$ 100.00
30471	PMT1ZM0332	1	0		020.952	Compactador de rejeitos	Calha perfurada		Calha perfurada	01	Mili	AISI304		Tecdals	Ronaldo	24-Feb-23	Terceiros		Fora de medida e área perfurada furos danificados.	Devolver peças para fornecedor.	Erro de execução.		R$ 100.00
30472	P16301N67001M004	1	1		021.049	Prensa aplicadora	Módulo 800x4298		Trilho 800x4298	01	HP Papéis	AISI304		João Vitor Pucci	Ronaldo	24-Feb-23	Engenharia		"Correção de medida da barra chata posição 7 era 2"" e o correto é 1""."	Conforme revisão.	Erro.		R$ 500.00
30473	ACF1GM0126		0		022.061	Pátio de madeira	Manutenção do picador		Anel articulado	01	Castrolanda Castro	SAE1020		João Maria Carneiro	Ronaldo	21-Mar-23	Produção	Caldeiraria de Carbono	Pedia no desenho da face até a chapa posição 2 e ficou com 7mm.	Conforme pede o desenho.	Erro.		R$ 100.00
30476	P31GAM4004	1	1		020.442	Tambor engrossador	Reforma do tambor		Mancal SNL3040	02	Klabin T.B.			Daiane Pedroso Bueno	Ronaldo	27-Feb-23	Engenharia		Acrescentado usinagem para realizar os canais no mancal.	Conforme revisão.	Erro.		R$ 100.00
30477	PKU1DM0212		0		030.174	Rolos tranpsortadores	Estrutura		Estrutura secundária	01	Klabin T.B.	SAE1020		Thiago	Ronaldo	22-Mar-23	Produção	Corte	Fez a traçagem espelhada do que pedia o desenho.	Recortar peça e soldar na posição correta.	Erro.		R$ 100.00
30478	P20GAM0109	1	3		021.499	Depurador vertical	Lubrificaçao		Chapa fixação das conexões	01	Sopasta	AISI304		Matheus de Souza Silva	Ronaldo	27-Feb-23	Engenharia		Adicionado cota de raio e diminuido o comprimento da chapa.	Conforme revisão.	Erro.		R$ 100.00
30480	P70EAM9703	01	03		010.202	Rebobinadeira strip series	Estrutura		Travessa do suporte de facas	01	Papelão União	SAE1020		Nelson Luiz Ferreira	Ronaldo	27-Feb-23	Produção	Usinagem Plana	Pedia furação com93mm e foi traçada com 108mm.	Encher e refurar conforme pede o desenho.	Erro.		R$ 100.00
30482	P84MBM4005	3	1		001.947	Cilindro secador	Mancal MSD		Tampa externa LA	07	Valinhos	ENGJL-200		Fundição Campos Gerais	Ronaldo	27-Feb-23	Terceiros		Falha de fundição.	Nova.	Erro.		R$ 100.00
30483	P32TAM5901	4	0		022.122	Enroladeira	Tambor Ø900		Corpo	01	Trombini F.B.	A-36		Claudio Bettega	Ronaldo	27-Feb-23	Produção	Usin. Cilíndrica Convencional	Pedia no desenho furo Ø50 e  foi feito Ø45mm.	Usianr conforme medida do desenho.	Erro.		R$ 100.00
30484	P84MBM4003	3	0		001.947	Secador STA1500	Mancal MSD		Tampa interna LC/LA	14	Valinhos	GG20		Fundição Campos Gerais	Ronaldo	27-Feb-23	Terceiros		Falha de fundição.	Nova.	Erro.		R$ 100.00
30485	PON3DM0108	03			030.274	Mesa plana	Tirante		Porca M36X4	16	Klingele	AISI304		Cláudio Brandão	Ronaldo	27-Mar-23	Engenharia		Cancelar desenho.	Devolver peças para estoque.	Cancelamento.		"R$ 2,198.85"
30486	P10CAM6609	1	1		021.697	Caixa de entrada	Coletor		Adaptador	25	Papelão União	AISI304L		Vagner da Silva	Ronaldo	27-Feb-23	Engenharia		"Recorte do item 2 com 45mm, inclusão do item 3 e ajsute geral de medidas."	Conforme revisão.	Erro.		R$ 100.00
30487	P20MAM0104		2		030.233	Depurador vertical	Mancal		Bucha deslizante	01	Penha B.A.	AISI304		Detec	Ronaldo	14-Mar-23	Terceiros		Falha fundição.	Nova.	Erro.		R$ 100.00
30489	PSS1GM3311		2		030.034	Rolo estanga	Mancal		Corpo do mancal	02	B.O Paper	EM-GJL-200		Fundição Campos Gerais	Ronaldo	27-Feb-23	Terceiros		Modelo deslocado e com falhas.	Nova.	Erro.		R$ 100.00
30490	P18GAM0804		0		010.999	Tira trança	Tira trança	2043	Tampa do mancal	01	Sulamericana	EM-GJL-200		Nelson Luiz Ferreira	Ronaldo	28-Feb-23	Produção	Usinagem Plana	Pedia no desenho 6 furos e foi feito 7.	Soldar e refurar conforme pede o desenho.	Erro.		R$ 100.00
